date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:57:24	434667/434667	---MCZ	200	added ('OK')	text/css	date:Fri,%2018%20Oct%202024%2011:48:46%20GMT	https://primepoultryexporters.com/wp-content/plugins/premium-addons-for-elementor/assets/frontend/min-css/premium-addons.min.css?ver=4.10.59	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/plugins/premium-addons-for-elementor/assets/frontend/min-css/premium-addons.min0f95.css	(from https://primepoultryexporters.com/)
02:57:24	118226/118226	---MCZ	200	added ('OK')	text/css	date:Fri,%2018%20Oct%202024%2011:55:23%20GMT	https://primepoultryexporters.com/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce.min.css?ver=4.8.3	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce.min7bcd.css	(from https://primepoultryexporters.com/)
02:57:25	776/776	---MCZ	200	added ('OK')	text/css	date:Fri,%2018%20Oct%202024%2011:48:41%20GMT	https://primepoultryexporters.com/wp-content/plugins/header-footer-elementor/assets/css/header-footer-elementor.css?ver=1.6.43	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/plugins/header-footer-elementor/assets/css/header-footer-elementor92a8.css	(from https://primepoultryexporters.com/)
02:57:27	19862/19862	---MCZ	200	added ('OK')	text/css	date:Fri,%2018%20Oct%202024%2011:48:38%20GMT	https://primepoultryexporters.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.31.0	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min0fd8.css	(from https://primepoultryexporters.com/)
02:57:27	60705/60705	---MCZ	200	added ('OK')	text/css	date:Fri,%2018%20Oct%202024%2011:48:36%20GMT	https://primepoultryexporters.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.24.7	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/plugins/elementor/assets/css/frontend.min52dd.css	(from https://primepoultryexporters.com/)
02:57:29	16471/16471	---MCZ	200	added ('OK')	text/css	date:Fri,%2018%20Oct%202024%2011:48:39%20GMT	https://primepoultryexporters.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://primepoultryexporters.com/)
02:57:29	10260/10260	---MCZ	200	added ('OK')	text/css	date:Fri,%2018%20Oct%202024%2011:48:36%20GMT	https://primepoultryexporters.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.24.7	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min52dd.css	(from https://primepoultryexporters.com/)
02:57:29	1306/1306	---MCZ	200	added ('OK')	text/css	date:Fri,%2018%20Oct%202024%2011:49:25%20GMT	https://primepoultryexporters.com/wp-content/uploads/elementor/css/post-840.css?ver=1729252165	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/uploads/elementor/css/post-8404b8c.css	(from https://primepoultryexporters.com/)
02:57:31	59344/59344	---MCZ	200	added ('OK')	text/css	date:Fri,%2018%20Oct%202024%2011:48:38%20GMT	https://primepoultryexporters.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.10.59	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min0f95.css	(from https://primepoultryexporters.com/)
02:57:31	26702/26702	---MCZ	200	added ('OK')	text/css	date:Fri,%2018%20Oct%202024%2011:48:38%20GMT	https://primepoultryexporters.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.24.7	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min52dd.css	(from https://primepoultryexporters.com/)
02:57:31	600/600	---MCZ	200	added ('OK')	text/css	date:Fri,%2018%20Oct%202024%2011:48:36%20GMT	https://primepoultryexporters.com/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.24.7	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/plugins/elementor/assets/css/widget-heading.min52dd.css	(from https://primepoultryexporters.com/)
02:57:32	10094/10094	---MCZ	200	added ('OK')	text/css	date:Fri,%2018%20Oct%202024%2011:48:36%20GMT	https://primepoultryexporters.com/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css?ver=3.24.7	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/plugins/elementor/assets/css/widget-icon-box.min52dd.css	(from https://primepoultryexporters.com/)
02:57:32	1409/1409	---MCZ	200	added ('OK')	text/css	date:Fri,%2018%20Oct%202024%2011:48:36%20GMT	https://primepoultryexporters.com/wp-content/plugins/elementor/assets/css/widget-image-box.min.css?ver=3.24.7	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/plugins/elementor/assets/css/widget-image-box.min52dd.css	(from https://primepoultryexporters.com/)
02:57:39	704/704	---MCZ	200	added ('OK')	text/css	date:Fri,%2018%20Oct%202024%2011:48:36%20GMT	https://primepoultryexporters.com/wp-content/plugins/elementor/assets/css/widget-text-editor.min.css?ver=3.24.7	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/plugins/elementor/assets/css/widget-text-editor.min52dd.css	(from https://primepoultryexporters.com/)
02:57:40	540/540	---MCZ	200	added ('OK')	text/css	date:Fri,%2018%20Oct%202024%2011:48:36%20GMT	https://primepoultryexporters.com/wp-content/plugins/elementor/assets/css/widget-image-carousel.min.css?ver=3.24.7	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/plugins/elementor/assets/css/widget-image-carousel.min52dd.css	(from https://primepoultryexporters.com/)
02:57:40	22174/22174	---MCZ	200	added ('OK')	text/css	date:Fri,%2018%20Oct%202024%2011:49:26%20GMT	https://primepoultryexporters.com/wp-content/uploads/elementor/css/post-1305.css?ver=1729252166	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/uploads/elementor/css/post-13055b1c.css	(from https://primepoultryexporters.com/)
02:57:51	15232/15232	---MCZ	200	added ('OK')	text/css	date:Fri,%2018%20Oct%202024%2011:48:43%20GMT	https://primepoultryexporters.com/wp-content/plugins/creame-whatsapp-me/public/css/joinchat.min.css?ver=5.1.8	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/plugins/creame-whatsapp-me/public/css/joinchat.min9738.css	(from https://primepoultryexporters.com/)
02:57:52	9929/9929	---MCZ	200	added ('OK')	text/css	date:Fri,%2018%20Oct%202024%2011:48:36%20GMT	https://primepoultryexporters.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.24.3	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min44b4.css	(from https://primepoultryexporters.com/)
02:58:00	4875/4875	---MCZ	200	added ('OK')	text/css	date:Fri,%2018%20Oct%202024%2011:48:36%20GMT	https://primepoultryexporters.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.24.0	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min2401.css	(from https://primepoultryexporters.com/)
02:58:01	732/732	---MCZ	200	added ('OK')	text/css	date:Fri,%2018%20Oct%202024%2011:48:38%20GMT	https://primepoultryexporters.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.css?ver=5.15.3	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands52d5.css	(from https://primepoultryexporters.com/)
02:58:05	72184/72184	---MCZ	200	added ('OK')	text/css	date:Fri,%2018%20Oct%202024%2011:48:38%20GMT	https://primepoultryexporters.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.css?ver=5.15.3	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome52d5.css	(from https://primepoultryexporters.com/)
02:58:05	727/727	---MCZ	200	added ('OK')	text/css	date:Fri,%2018%20Oct%202024%2011:48:38%20GMT	https://primepoultryexporters.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css?ver=5.15.3	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid52d5.css	(from https://primepoultryexporters.com/)
02:58:07	58071/58071	---MCZ	200	added ('OK')	text/css	date:Fri,%2018%20Oct%202024%2011:48:38%20GMT	https://primepoultryexporters.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://primepoultryexporters.com/)
02:58:08	669/669	---MCZ	200	added ('OK')	text/css	date:Fri,%2018%20Oct%202024%2011:48:38%20GMT	https://primepoultryexporters.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://primepoultryexporters.com/)
02:58:09	677/677	---MCZ	200	added ('OK')	text/css	date:Fri,%2018%20Oct%202024%2011:48:38%20GMT	https://primepoultryexporters.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://primepoultryexporters.com/)
02:58:10	87553/87553	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2008%20Nov%202023%2006:43:12%20GMT	https://primepoultryexporters.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://primepoultryexporters.com/)
02:58:16	13577/13577	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2009%20Aug%202023%2006:40:50%20GMT	https://primepoultryexporters.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://primepoultryexporters.com/)
02:58:18	9636/9636	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2027%20Sep%202024%2011:27:25%20GMT	https://primepoultryexporters.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.9.3.3	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.mina7df.js	(from https://primepoultryexporters.com/)
02:58:21	3997/3997	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2027%20Sep%202024%2011:27:25%20GMT	https://primepoultryexporters.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=9.3.3	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.minc60b.js	(from https://primepoultryexporters.com/)
02:58:21	1720/1720	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2027%20Sep%202024%2011:27:25%20GMT	https://primepoultryexporters.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.9.3.3	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.mine91a.js	(from https://primepoultryexporters.com/)
02:58:22	2821/2821	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2027%20Sep%202024%2011:27:25%20GMT	https://primepoultryexporters.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=9.3.3	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.minc60b.js	(from https://primepoultryexporters.com/)
02:58:23	15073/15073	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2018%20Oct%202024%2011:48:39%20GMT	https://primepoultryexporters.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.24.7	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min52dd.js	(from https://primepoultryexporters.com/)
02:58:31	63768/63768	---MCZ	200	added ('OK')	application/json	date:Thu,%2007%20Nov%202024%2002:58:33%20GMT	https://primepoultryexporters.com/wp-json/wp/v2/pages/1305	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-json/wp/v2/pages/1305.json	(from https://primepoultryexporters.com/)
02:58:33	1586304/1586304	---MCZ	200	added ('OK')	application/json	date:Thu,%2007%20Nov%202024%2002:58:31%20GMT	https://primepoultryexporters.com/wp-json/	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-json/index.html	(from https://primepoultryexporters.com/)
02:58:39	864/864	---MCZ	200	added ('OK')	text/xml	date:Thu,%2007%20Nov%202024%2002:58:40%20GMT	https://primepoultryexporters.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/chick/primepoultryexporters.com/xmlrpc0db0.php	(from https://primepoultryexporters.com/)
02:58:43	2127/2127	---MCZ	200	added ('OK')	application/json	date:Thu,%2007%20Nov%202024%2002:58:47%20GMT	https://primepoultryexporters.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fprimepoultryexporters.com%2F	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-json/oembed/1.0/embed5138.json	(from https://primepoultryexporters.com/)
02:58:45	2289/2289	---MCZ	200	added ('OK')	text/xml	date:Thu,%2007%20Nov%202024%2002:58:49%20GMT	https://primepoultryexporters.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fprimepoultryexporters.com%2F&format=xml	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-json/oembed/1.0/embedc034	(from https://primepoultryexporters.com/)
02:58:47	146060/146060	---M--	200	added ('OK')	application/font-woff2	date:Fri,%2027%20Sep%202024%2011:27:25%20GMT	https://primepoultryexporters.com/wp-content/plugins/woocommerce/assets/fonts/cardo_normal_400.woff2	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/plugins/woocommerce/assets/fonts/cardo_normal_400.woff2	(from https://primepoultryexporters.com/)
02:58:48	326628/326628	---M--	200	added ('OK')	application/font-woff2	date:Fri,%2027%20Sep%202024%2011:27:25%20GMT	https://primepoultryexporters.com/wp-content/plugins/woocommerce/assets/fonts/Inter-VariableFont_slnt,wght.woff2	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/plugins/woocommerce/assets/fonts/Inter-VariableFont_slnt,wght.woff2	(from https://primepoultryexporters.com/)
02:58:48	1022/1022	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Jun%202021%2011:21:35%20GMT	https://primepoultryexporters.com/wp-content/uploads/2021/06/cropped-Prime-Poultry-logo-32x32.png	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/uploads/2021/06/cropped-Prime-Poultry-logo-32x32.png	(from https://primepoultryexporters.com/)
02:58:48	11245/11245	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Jun%202021%2011:21:35%20GMT	https://primepoultryexporters.com/wp-content/uploads/2021/06/cropped-Prime-Poultry-logo-192x192.png	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/uploads/2021/06/cropped-Prime-Poultry-logo-192x192.png	(from https://primepoultryexporters.com/)
02:58:49	10594/10594	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Jun%202021%2011:21:35%20GMT	https://primepoultryexporters.com/wp-content/uploads/2021/06/cropped-Prime-Poultry-logo-180x180.png	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/uploads/2021/06/cropped-Prime-Poultry-logo-180x180.png	(from https://primepoultryexporters.com/)
02:58:50	1590/1590	---M--	200	added ('OK')	image/webp	date:Mon,%2021%20Nov%202022%2022:13:37%20GMT	https://primepoultryexporters.com/wp-content/uploads/2021/06/Logo2-56x56.png	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/uploads/2021/06/Logo2-56x56.png	(from https://primepoultryexporters.com/)
02:58:51	183888/183888	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202024%2019:39:02%20GMT	https://primepoultryexporters.com/about-us/	C:/My%20Web%20Sites/chick/primepoultryexporters.com/about-us/index.html	(from https://primepoultryexporters.com/)
02:58:52	173276/173276	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202024%2016:25:42%20GMT	https://primepoultryexporters.com/product-category/beef/	C:/My%20Web%20Sites/chick/primepoultryexporters.com/product-category/beef/index.html	(from https://primepoultryexporters.com/)
02:58:52	7742/7742	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20May%202021%2022:17:51%20GMT	https://primepoultryexporters.com/wp-content/uploads/2021/05/Frozen-Beef-Topside-frozen-farm-exporters1-300x300.jpg	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/uploads/2021/05/Frozen-Beef-Topside-frozen-farm-exporters1-300x300.jpg	(from https://primepoultryexporters.com/)
02:58:54	198678/198678	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202024%2021:25:04%20GMT	https://primepoultryexporters.com/store/	C:/My%20Web%20Sites/chick/primepoultryexporters.com/store/index.html	(from https://primepoultryexporters.com/)
02:58:54	208373/208373	---MCZ	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202024%2018:26:45%20GMT	https://primepoultryexporters.com/blog/	C:/My%20Web%20Sites/chick/primepoultryexporters.com/blog/index.html	(from https://primepoultryexporters.com/)
02:58:55	170504/170504	---MCZ	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202024%2018:25:42%20GMT	https://primepoultryexporters.com/product-category/pork/	C:/My%20Web%20Sites/chick/primepoultryexporters.com/product-category/pork/index.html	(from https://primepoultryexporters.com/)
02:58:55	179879/179879	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202024%2016:08:29%20GMT	https://primepoultryexporters.com/product-category/chicken/	C:/My%20Web%20Sites/chick/primepoultryexporters.com/product-category/chicken/index.html	(from https://primepoultryexporters.com/)
02:58:55	11364/11364	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20May%202021%2022:18:02%20GMT	https://primepoultryexporters.com/wp-content/uploads/2021/05/Frozen-Beef-Chuck-Frozen-farm-exporters2-300x300.jpg	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/uploads/2021/05/Frozen-Beef-Chuck-Frozen-farm-exporters2-300x300.jpg	(from https://primepoultryexporters.com/)
02:58:56	188206/188206	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202024%2013:33:35%20GMT	https://primepoultryexporters.com/contact-us/	C:/My%20Web%20Sites/chick/primepoultryexporters.com/contact-us/index.html	(from https://primepoultryexporters.com/)
02:58:57	183549/183549	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202024%2012:39:00%20GMT	https://primepoultryexporters.com/product/frozen-beef-topside/	C:/My%20Web%20Sites/chick/primepoultryexporters.com/product/frozen-beef-topside/index.html	(from https://primepoultryexporters.com/)
02:58:58	183612/183612	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202024%2015:31:50%20GMT	https://primepoultryexporters.com/product/frozen-beef-chuck/	C:/My%20Web%20Sites/chick/primepoultryexporters.com/product/frozen-beef-chuck/index.html	(from https://primepoultryexporters.com/)
02:58:58	8128/8128	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20May%202021%2022:18:08%20GMT	https://primepoultryexporters.com/wp-content/uploads/2021/05/Frozen-Beef-Brisket-Frozen-farm-exporters1-300x300.jpg	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/uploads/2021/05/Frozen-Beef-Brisket-Frozen-farm-exporters1-300x300.jpg	(from https://primepoultryexporters.com/)
02:58:58	4990/4990	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20May%202021%2022:18:12%20GMT	https://primepoultryexporters.com/wp-content/uploads/2021/05/Beef-Short-Ribs-Frozen-farm-exporters1-300x300.jpg	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/uploads/2021/05/Beef-Short-Ribs-Frozen-farm-exporters1-300x300.jpg	(from https://primepoultryexporters.com/)
02:58:59	183311/183311	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202024%2015:43:22%20GMT	https://primepoultryexporters.com/product/frozen-beef-brisket/	C:/My%20Web%20Sites/chick/primepoultryexporters.com/product/frozen-beef-brisket/index.html	(from https://primepoultryexporters.com/)
02:58:59	183650/183650	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202024%2012:18:30%20GMT	https://primepoultryexporters.com/product/beef-hind-quarter-copy/	C:/My%20Web%20Sites/chick/primepoultryexporters.com/product/beef-hind-quarter-copy/index.html	(from https://primepoultryexporters.com/)
02:58:59	3728/3728	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20May%202021%2022:18:20%20GMT	https://primepoultryexporters.com/wp-content/uploads/2021/05/Whole-Chicken-Griller-frozen-farm-exporters1-300x300.jpg	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/uploads/2021/05/Whole-Chicken-Griller-frozen-farm-exporters1-300x300.jpg	(from https://primepoultryexporters.com/)
02:59:00	187243/187243	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202024%2014:04:18%20GMT	https://primepoultryexporters.com/product/whole-chicken-griller/	C:/My%20Web%20Sites/chick/primepoultryexporters.com/product/whole-chicken-griller/index.html	(from https://primepoultryexporters.com/)
02:59:00	4822/4822	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20May%202021%2022:18:42%20GMT	https://primepoultryexporters.com/wp-content/uploads/2021/05/Frozen-Chicken-Feet-Frozen-farms-exports1-300x300.jpg	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/uploads/2021/05/Frozen-Chicken-Feet-Frozen-farms-exports1-300x300.jpg	(from https://primepoultryexporters.com/)
02:59:01	2870/2870	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20May%202021%2022:18:45%20GMT	https://primepoultryexporters.com/wp-content/uploads/2021/05/Frozen-Chicken-Breast-Frozen-farm-exports2-300x300.jpg	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/uploads/2021/05/Frozen-Chicken-Breast-Frozen-farm-exports2-300x300.jpg	(from https://primepoultryexporters.com/)
02:59:01	184699/184699	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202024%2012:51:14%20GMT	https://primepoultryexporters.com/product/frozen-chicken-feet/	C:/My%20Web%20Sites/chick/primepoultryexporters.com/product/frozen-chicken-feet/index.html	(from https://primepoultryexporters.com/)
02:59:02	3264/3264	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20May%202021%2022:19:02%20GMT	https://primepoultryexporters.com/wp-content/uploads/2019/01/Chicken-Drumstick-Frozen-Farm-Exporters-0-300x300.jpg	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/uploads/2019/01/Chicken-Drumstick-Frozen-Farm-Exporters-0-300x300.jpg	(from https://primepoultryexporters.com/)
02:59:02	186038/186038	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202024%2011:30:14%20GMT	https://primepoultryexporters.com/product/frozen-chicken-breast/	C:/My%20Web%20Sites/chick/primepoultryexporters.com/product/frozen-chicken-breast/index.html	(from https://primepoultryexporters.com/)
02:59:02	5860/5860	---M--	200	added ('OK')	image/webp	date:Fri,%2028%20May%202021%2022:17:27%20GMT	https://primepoultryexporters.com/wp-content/uploads/2021/05/Frozen-Pork-Neck-Frozen-farm-exporters1-300x300.jpg	C:/My%20Web%20Sites/chick/primepoultryexporters.com/wp-content/uploads/2021/05/Frozen-Pork-Neck-Frozen-farm-exporters1-300x300.jpg	(from https://primepoultryexporters.com/)
